"","x","","x","","x","","x","","x","","x","","x","","x","","x",""
"28",4.23937128834067,4.80535298274096,4.50142238057386,5.00005352606263,3.89078998114666,4.10079168269555,4.04131932063125,4.11200782797412,4.55455539091193,5.1441945585702,4.44705176154896,5.15409279912872,4.63927913881696,4.79554654577096,4.78553412510911,5.32154357274089,4.31148464078383,4.96113645797064
"29",4.36351323227319,4.77251661302456,4.82322896855636,5.39364575552745,4.92610603163058,5.92300297759899,4.49663641803455,4.99018360195253,4.39148482333701,4.71514505029187,4.53347538155437,4.60781126795558,4.34343563063423,4.14392702117598,5.2273359262507,6.07014761611647,4.36561916642433,5.44663410400767
"30",4.35619598101706,5.49724185715212,4.09008467750482,5.0330979917306,4.05650365581639,5.00052401456495,4.63024095194114,5.15816750378802,4.21129686470189,4.73943190474166,4.36011563290126,4.7548091211281,4.528012799489,5.29234735975216,4.01165865212217,4.36137252861809,4.30807778412866,4.89676736198672
"31",4.49591244295696,5.13671603578712,4.93540865498536,5.77055646951492,4.21265485533905,4.5982763474767,5.03795932597147,6.01771901622681,4.49139801658352,5.15457338017198,4.63932189375722,4.88143664309316,4.49379914065019,4.96102667724751,4.59792442919406,5.01909933993187,4.19907478835123,4.15061911799929
"32",4.45690455731474,5.27152869084176,4.97830562507597,5.8279547043657,4.87226396473895,5.08047911671574,4.57378427160675,4.68609508997191,4.51305762572793,4.99130700905996,4.29510579727879,5.35491422696766,4.6732864674626,5.24336510732571,4.44785368336576,5.55730170418886,4.2753863921883,5.06364896143463
"33",4.44320478908674,5.56011141204689,4.28322722910491,4.97952331194416,4.69109514172097,4.58886125159479,3.92516497277839,4.99812861434306,4.69819086125219,5.26204521749574,3.95127879342433,4.66669840181235,4.66307982885027,5.26975793700084,4.62492162257845,5.11095617797242,4.31303614268924,5.35481664183802
"34",4.44328706004641,5.33796906585414,4.58327083368091,5.35508163629479,4.07919956429082,4.4744751684257,4.46928453371065,5.12881938916932,4.39920310537428,4.86595370629444,4.78561417184701,5.49941882172423,4.6494163433244,4.54161843681815,4.66524362265412,5.4813275315981,4.7085178669761,5.59224705211077
"35",4.79069009841773,5.58983147090784,5.08308768797468,5.02850302119253,4.45511943311539,4.70857504819185,4.10301255335221,4.88617400711168,4.34429847162631,5.04204233101997,4.50296137063366,4.47980820868027,4.20988718622293,4.3235876783799,4.75553649593118,5.06591603520712,4.23471309309111,5.35326091532144
"36",4.62202781074663,5.06962390747948,4.22218035045127,4.33924230401599,4.38761014382383,4.437148306693,3.8559881168429,4.66689867852873,4.41523198175007,4.95797833787034,4.71386185042341,4.96529489444801,4.31510775743815,4.55423964298958,4.39361628962057,5.29483016028408,4.44190055222573,5.22791040256124
"37",4.10878908089457,4.62873905952264,4.09005355923722,4.46703607727802,4.35044685103932,5.07953237291192,4.5415045493543,4.90648705781066,4.37387727351531,4.79582022722793,4.43746484248781,5.30703624844519,4.63959471868596,5.18605673607588,4.49797576363233,5.22460059449721,4.62982318420728,5.77195686316659
"38",4.53790146369248,5.3318814432247,4.69572766065537,5.10989870124558,4.49576041151961,4.8192913477611,4.41115930863122,5.39210460774374,4.16182832846237,5.12539456408387,4.8184525454303,4.93584328502945,4.34396582874744,4.44641863345916,4.80079020738282,5.20682334395775,4.27892652627226,5.20711347475568
"39",4.29220379855122,5.24353217144611,4.86621103009128,5.47719127571877,4.36483889650444,4.42635167198701,4.17061135386295,4.4784128208378,4.55098889456503,5.2380041605424,4.26163303535028,4.71943369534518,4.37431194693061,5.46292236991188,4.46951473310993,5.51527415663221,4.15178516690263,5.18379653216788
"40",4.81262910825876,5.94511008305018,4.34711600427253,4.50928412298324,4.42112858519102,5.22861694002582,4.15181519517157,5.1215837908195,4.39969854872467,5.26173844408088,3.97474925915851,4.74416709793998,4.36387548239689,4.29168941090435,4.22147513402142,4.23311587560087,4.99024889948412,4.96041380493403
"41",4.4125529815889,4.93206923442738,4.34848986589166,5.38323771692514,4.11962089751569,4.52564523851123,4.98328279186439,5.28492291892709,4.47870289027285,5.44955640068192,4.56863489541031,5.35170164875288,4.78866371973947,5.35470013268369,4.41978948682542,4.94135314824629,4.7509418065543,5.61322004381928
"42",4.50768380902375,4.81621829691551,3.93098473479975,4.75111469490172,4.42046758159282,4.65868208960349,4.7516949132897,5.00323967964943,4.67220607758664,5.57476156832173,4.07565237284179,4.01241933966753,4.34174319169346,5.1762172821554,4.15269723508191,4.89676807514997,4.67447112859549,4.98971828917625
"43",4.06942233465506,3.93454162874645,4.48428993025657,4.77906194476742,4.2477496817589,4.97483560901118,4.61918302474835,4.90102069667209,4.68970531930171,4.281722567183,4.4234955106877,5.27951749012518,4.629790173306,4.93220582487197,4.31296637214277,5.16747219669056,4.61947289601344,5.72409134088671
"44",4.15200237670255,5.2087130546131,4.07099437227658,4.67381993007839,4.55446858507099,5.19613032510076,4.3001905565409,4.77037913598592,4.87666008839766,5.97164958807491,4.32571408657526,4.52645897285154,4.45289713337272,5.39786852815151,4.08718736787127,4.55917921077269,4.40496648062495,5.33217700553076
"45",4.67343866450425,5.27211619307283,4.23084492352934,5.05728722041264,4.36116078805493,4.92631179522455,4.0813131548014,4.80005044486827,4.34150354208108,4.89767431548264,4.48191443090603,5.23815607747714,4.22518201974831,4.60114664422186,4.60944733262728,4.60618772290447,4.20640400584121,4.72193852936933
"46",4.52889540629606,5.291328957262,4.83618906778608,5.96601304480657,4.42185990585895,4.98539876183905,4.63385818896706,4.62433569354688,4.44279667186105,4.36638633236181,4.45373017699956,4.58478735193378,4.04495223972161,4.7220151508831,4.30218409208169,5.43780900644971,4.45593042005488,4.65010523569369
"47",4.31892830922633,5.4547230543235,4.16162221393845,4.61216417861885,4.69481363077959,5.18585911258192,3.89683471557716,4.14788242536923,3.99858163999264,4.97557408011962,4.38122315893914,5.4445581881235,4.47847538974766,5.20831339263328,4.52171124032762,4.34904890636969,4.27553512081158,5.34145772671753
"48",4.12945301391123,5.08731109350858,4.0176968626338,4.59274175042432,3.71712696076385,4.89229570767364,4.08499734310709,4.60938531084021,4.33996927120125,5.25310925315401,4.09825404296412,4.99436683921873,4.52410390445319,4.74793827768936,4.15097077599222,4.70616236659214,4.45259636392529,5.46824476822951
"49",4.47545172537842,5.4242191819591,4.2756154743559,4.99523917654289,4.57755498311662,5.67419614067025,4.66601685350696,5.8918357150878,4.38316751228317,5.34621964633333,4.34216043447707,5.04054377374984,4.89479373461238,5.04180455816534,4.40880554873412,4.87367619585831,4.20568889695003,5.29281936129776
"50",4.34975802269152,4.70576063271478,4.52561599682873,5.33531453413891,4.51577871121596,5.5499748141531,4.19220547512689,4.30278728867995,4.22706341957426,4.52521894065546,4.8184426131638,5.11008454747857,4.26163135016635,4.92996871884588,3.87531184595178,4.620946167996,4.44848239122206,5.50598975152476
"51",4.00216416143953,4.00157618156334,4.29481905767707,4.88242854901348,4.37666327155056,5.42407969093547,4.31145677504868,5.27540623730831,4.55896430156568,5.26126673143943,4.69057584468392,5.53855312915184,4.00888233484583,4.29386340494274,4.22692655437401,5.27952547383045,4.44446049962503,5.50682408032181
"52",4.06234315746088,4.67710250250342,4.2635007426709,4.94882780648787,4.3406529182844,5.1349890924159,4.40773585553702,4.95946087151275,4.44371204928938,4.36976920771863,4.21159849887138,4.73181239778409,4.37149281948427,4.8063441268638,4.41103638804396,5.22600484001292,4.261498588869,5.06800106341008
"53",4.22797885568587,4.85963278531902,3.89367990280118,4.24261827690487,4.45183486422798,5.35753456404739,3.93936113036717,4.82037415430556,4.42320754112602,5.34468360077655,4.17583526242217,4.55474427532379,4.49151501472376,5.59308765955052,4.48190686333128,4.32344476271468,4.35793190546689,4.24234935765932
"54",4.44191596137321,5.08339089026471,3.97204785563535,4.15876833297571,4.53937145241792,5.21821851227095,4.25332526373094,4.69768875795488,4.32446924349169,5.04174362464283,4.53897356912412,5.252876834953,4.54397514127206,5.2762745100815,4.33943939372713,5.078123134164,4.43231377266839,4.87310947668747
"55",4.47462157709159,5.22695160517995,4.45365086876287,5.59859109586892,4.36438038568476,5.02188286876047,4.58945046675473,5.91317179631569,5.13319140116159,6.18520958002735,4.32552797430503,4.64759961856053,4.50482276328217,5.64415498797782,4.15684381762583,4.74827703721985,4.59246048436097,5.01195687733942
"56",4.23486482207034,4.74603742749835,4.41858092989347,4.92217894052914,4.66856502674242,5.82701282823555,4.33295961808468,5.32129747402196,4.219022008261,4.66929453441318,4.37596570528551,5.02759625983221,4.33459392797983,5.42165839558423,4.64174505950617,5.20431592987703,4.55867809387593,5.21945339677186
"57",4.12864511440121,4.47830022610972,3.98731043903928,4.98612293906972,4.35556198474416,5.00913208513108,4.55604438621937,5.46724780332816,4.68979661779911,5.73516434438174,4.76888327310954,5.6695750714229,4.15255547015102,4.29322143186533,4.20588336044114,4.57693591908785,4.24890900895316,4.59742930136737
"58",4.5383023901987,5.12570517309082,4.25501296161684,4.67156985696682,4.59006141948894,5.62241494145216,4.49545742098072,4.99802445084834,4.88086882670704,4.97492288959189,4.36855091152932,4.83456107980439,4.60840607700827,5.28887407306936,4.7903743068857,5.25714468659875,4.66078475848506,5.06613968424773
"59",4.36094849283831,4.73724501451454,4.60724358205565,5.46499293424775,4.41273895029795,5.21818249844626,4.52006830265604,4.99184473350165,4.16949398035141,4.7545811360063,4.46509587271178,4.92520816646082,4.3570694781795,4.60324113439191,4.11380999447506,4.77206265984567,4.47393559589427,5.56567538610033
"60",4.89167463213135,5.71018124057933,4.37304222846751,5.46937263549684,4.32271296046484,4.24351695266881,4.14249131168104,4.81220435939925,4.31904467529806,4.94222665628834,4.86051510924722,5.199150644634,4.27148741296596,5.4005613881859,4.3764348182047,4.69204612524268,4.48078119106607,5.22716268007582
"61",4.27858798111891,5.40943471209175,4.0866229583476,4.30492963144595,4.60664167621953,5.17379325884859,4.72784173523108,4.65878678440704,4.57254077745999,5.53037831236948,4.24093549489848,4.96445498969772,4.4569675211629,4.99749478090816,4.49916752182389,4.98274771278677,4.49656611283342,4.34504348080113
"62",4.03434421714464,4.2151171590767,4.53059940271901,4.84066941369863,4.39597927700698,4.88074917020399,4.43989049623935,5.35338303253655,4.34550206986227,5.06486946611821,4.29360616747464,5.20083988915371,4.53133258623598,5.38508809723329,4.38961215843481,4.9205325524724,4.62683577216405,5.3778675727368
"63",4.25351011111577,4.38143978104213,4.68669091451971,4.83551374201355,4.82996152319655,5.97021885422783,3.8562411664765,4.63232869387788,4.94192296445057,6.15165766675577,4.42114083873284,5.44606263878054,4.23504720836792,4.79105956746411,4.25307753596954,4.71035521372346,4.3327606629789,4.61484870245229
"64",4.47226211499566,5.22841026757483,4.11333544478275,4.77234257906133,4.63968075855103,4.86471746500839,4.79097498658711,5.53965118387141,4.26881439456935,5.05025779646114,4.55004143469623,5.20413937773088,4.10637137283848,4.79411095575775,4.80190984783758,5.46638628516009,4.74747690237664,5.10456283520514
"65",4.34088466950728,4.57714853270868,4.51202614102765,5.39207110297738,4.33733057759517,4.67538538345632,4.40167851073629,4.84742902307948,4.13754656760121,4.65261572973662,4.44215558407941,4.81126210715625,4.87092230783295,5.35854234459821,3.97917746830292,4.8944564640406,4.48044559320414,5.2496306052871
"66",4.44244319548982,5.1256879764087,4.51207299942301,4.84996919710892,4.57932323686258,5.35388708611353,4.30402654509444,4.40827919180261,4.57285340757202,5.15631876914705,4.47981538534395,5.41778193308775,4.3864079393089,5.30720842604206,4.00604206437698,4.40484828103657,4.02870905653279,4.68695854134965
"67",4.90151275282516,4.94282121750046,4.68261496207185,4.94221990044354,4.38318046871184,5.07775155758463,4.4550387034728,5.62855950651238,4.58685253256811,5.25144652707438,4.52199382998283,4.86384375450027,3.91439122440809,3.97484265774811,4.22020735097429,4.42634069891902,4.28330733942711,4.59915912642239
"68",4.51142158371822,5.56431993516665,4.42121424535256,5.16158946906654,4.47268287565989,4.19632030870329,4.29896047411103,4.38802389333955,4.37654800933904,4.59862582061613,4.76851214285113,5.65409897041103,4.47526009384496,4.58663768616547,4.2639402173206,4.85735090488096,4.54065349700773,5.09893584760611
"69",4.63661393592388,4.6886924746689,4.40187797732698,5.43148247319355,4.16522082410488,4.93125561419404,4.08806871949095,3.96598759285538,4.5205221663113,5.540483125676,3.97639675073512,4.98275587673619,4.4157105966435,5.20154324945498,4.40288984031196,5.08527734032522,4.69228651803148,5.82540240773769
"70",4.31189281441945,5.40257097823112,4.56118178247585,4.56634609876331,4.30318561178118,4.88627868769166,4.47662143749837,5.60335549220626,4.19167276841308,4.79285826109773,4.80786006093442,5.03459272863835,4.84529284320168,5.30173198568904,4.1726087624084,4.55827635910475,4.83759584665484,4.99532310123135
"71",4.31710896020523,4.38946044587433,4.35258936769189,4.94694546291981,4.10477958119548,4.97283946548515,4.56736770358874,4.25000539396513,4.78028100100348,5.67218569082037,4.32256362142157,5.06353640173336,4.3514405420939,4.2752555061614,4.39682633439562,5.23173365224372,4.18835615830019,4.2982144847908
"72",4.33847772173357,5.3460277825511,4.49494873837094,5.16349817468991,4.38570063325809,4.70551435570712,4.85963348799944,4.98432768211145,3.93344739571662,4.57268077948649,4.39485454809403,4.91449608061316,4.28514386087113,4.96546373639926,4.30682032408281,4.5401427955606,4.24285227990971,5.33439665729342
"73",4.37276007907168,5.01097745636573,5.09067638789777,5.99463759419426,4.68011200688453,4.97988008185816,4.54012544501095,5.39351922285843,4.14752306603568,4.63190877399201,4.19846304687112,5.19999395939287,4.29577081844563,5.0331683418656,4.29070786177399,4.90956282445079,4.50495188702976,4.66627309974385
"74",4.27974153754759,5.29879141877957,4.38335822289844,4.785725399263,4.32300417662445,4.86067757914188,4.29981418775606,4.76213488078114,4.22880819299415,5.02048339630409,4.41995821471237,5.57315084060001,4.27274288440075,4.47019364571867,4.76995081517532,5.11166672642299,4.24031233797013,4.81229492277756
"75",4.3508365037236,5.0921054974333,4.62911066785738,4.64843848519314,4.39484382669285,5.28566970617218,4.59557810683128,4.26682347209983,4.59242670818547,5.81888889543511,4.22134380023216,4.89672953170838,4.54172066737099,4.80499758384607,4.33816830762267,4.8501090581747,4.43311668833947,5.43024851166521
"76",4.80000140996049,5.42385932574686,4.33870888711871,4.87374076371146,4.38799449394929,5.53054507697386,4.39166333161887,4.89565512956737,4.25817563605872,4.55460868135421,4.04204726004251,4.95371839641132,4.59241426238621,5.71865121224227,4.34744883091448,4.89039977346788,4.49466495495058,5.69919925267822
"77",3.94952565252737,4.77536019829599,4.53013608569641,5.32975898990722,4.11219277380437,4.52010334751455,4.45263319669434,5.08179572198225,4.61404142690439,4.60838588886774,4.36601361174599,5.05215498533351,4.07962076613569,4.98650950804548,4.28083289810101,5.01925398065178,4.09643577561258,4.2171624205347
"78",4.31123185169826,5.34280858884919,4.12955296978099,5.03328996982905,4.48405225091117,4.86781815735034,4.63716080403821,4.62512044146721,4.3369281287411,5.49600815570693,4.0896191331517,5.1271881166003,4.33256848179649,5.28011499915951,4.29124827334267,5.1851023968712,3.87983682625326,4.7507926782711
"79",4.34269558528767,4.85038669621011,4.04815433934485,4.85954454881006,4.1832476245214,4.63541842055277,4.44753871951737,5.46621880724161,4.35072975895866,4.43160814293015,4.87641180745042,6.00392006847741,4.45168364527346,5.13680184115232,4.34713194376799,4.34490438084558,4.15242846846256,5.14900438675786
"80",4.52589999073406,4.65844155703269,4.53014120912378,5.14664374895826,4.35208712258122,4.90566148193235,4.17272983793353,4.47965028080756,4.33371570092825,4.93620075640984,4.54940958913033,5.49449114779326,4.26350238894731,5.13371708623391,4.41045156954349,5.25948088404417,3.9507915672626,4.45392950817102
"81",4.26008624960597,4.41948092295548,4.24519543227363,4.50346979284072,4.27570908562312,4.66455140494908,4.38995217546097,4.62091433368515,4.46775959452608,4.93005922758436,4.51163471987527,5.09924872985916,4.4776789280074,4.67344167024279,4.34973172714636,4.91061679819818,4.29705726004189,5.09431883893527
"82",4.28116446068258,5.0253291075627,4.31360031408171,4.99205156678466,4.58475592911978,5.43313975428162,4.40675465618214,5.0524967352415,4.75669429884032,5.23827838118045,4.33414364088562,5.08504656052026,4.83472107401177,5.5269767195668,4.28921843561681,4.72155251658202,4.45254587331891,4.51556348325419
"83",4.30352851542843,5.48472636842015,4.07712009727001,5.0973105236766,4.76152432794462,5.04962292546246,4.51995919465738,5.38110643704263,4.40464989918067,5.47325273804277,4.02899132692582,4.59841704910483,4.76395474381915,4.72842926854553,4.24037349924022,4.6656245919229,4.47873893495356,5.6976764060881
"84",3.93700070943629,4.70575731655568,4.50858149339954,4.79408210455648,4.5183549064658,5.09349821901956,4.35313273762416,4.74272376857156,4.37341217239296,5.17683590344532,4.11174166424191,4.25849117338896,4.22886939225863,5.21676532896561,4.36406416592946,4.19886969231742,4.20747058259437,4.38740950475394
"85",4.16393717148057,5.13841668690297,4.69256839896346,4.96488854018527,4.34858814589228,4.23790874344574,4.45901413538786,4.52952900904722,4.76048245880069,4.86544160848994,4.04022794965555,4.42002185540268,4.48258479845409,5.07459451147633,4.18283699707987,5.18232966584903,4.20654288385699,5.02184556151287
"86",4.39474745285999,4.6063960898419,4.41322051763823,4.4206057957666,3.91905804154015,4.68488569595469,4.10407032756696,4.95579871592383,4.21269326994811,4.67268960639359,4.14852457983376,4.20611781227207,4.6097518636953,5.79774314835768,4.14614156008521,4.9907961147551,4.83915503456212,5.89695406965458
"87",4.71752300425438,4.78430111974909,4.20361060327554,5.05322062250419,4.10944973610485,4.9610957958261,4.48707816756135,5.28613060007173,4.57030500097185,5.068520629862,4.61601234707749,5.36937396694323,4.45262211399834,4.98765591409692,4.68814327321717,5.62818639321019,4.43877724301025,4.7849385990723
"88",3.83667532184109,4.11171651454906,4.39365083992792,5.38134914911266,4.07333793109786,4.57292199871954,4.26517369433151,4.47614956593975,4.53533153689932,4.95419045901399,4.30266871419711,4.63599013782938,4.11270825443142,4.69416646019909,4.30920355378369,4.79031037193242,4.33429467592993,5.23510206276267
"89",4.47874346920493,5.52413796057358,3.95792865135389,4.86784596456677,4.32083571217121,4.85764743371407,4.41253089110347,4.88767812555269,4.67374410686799,6.01060331421901,4.23466257807248,5.15121101189569,4.41481193872765,4.95521286574536,4.28543062838967,4.8903776741331,4.27252498510775,5.27932895141408
"90",4.65943727826754,5.2228472924602,3.80987459473462,4.58905860217355,4.3411074091131,4.94242863000405,4.31720488877616,5.3552082004716,4.4285126631193,4.8693747966851,4.27140085706146,4.89054846790804,4.42686223333927,4.38299318128777,4.24171807634163,4.89660179995955,4.45333330138207,5.12866403179687
"91",4.47574945169013,4.57243681918982,4.68911875898181,5.48299569264443,4.26971804083785,5.21710990556016,4.20957188209827,5.16709775775366,4.54091354737022,5.5624797935946,4.39595325784143,5.35785044866703,4.57971056412382,5.57259435622802,4.45017162190438,4.80385681249145,4.23263818310395,4.81515838965405
"92",4.21885294326153,5.06774215652914,4.5051534833121,5.09930925324957,4.90997948319355,5.44524746594381,4.6789144059522,5.13898320013281,4.83199753768533,5.98076963602544,4.21083997817998,5.22908164653012,4.31232184393636,5.40928281798125,4.1130405088869,4.80469381117413,4.2896153188097,5.52444772707148
"93",4.8158856692895,5.35556628545484,4.87216449749592,6.02153847752913,4.51074630544076,5.32812744902856,4.14830372314353,4.30968166393517,4.51851558579183,5.38569363350329,4.6736149065634,5.59140330949669,4.67315777759567,5.30194604130211,4.47034340455604,4.83223672013123,4.46748534251014,5.56317586693792
"94",4.50942951165052,4.5176483683159,4.52894747881952,4.70854196934046,4.85058890773412,5.53072313866287,3.97556002290842,4.3652309499896,4.18600625214525,5.18688609977445,4.34387674883132,5.26737664132129,4.13903572581025,4.70906311564543,4.55528962548567,5.31676185097156,4.59962887783887,5.0499895189728
